"id","PlayerName","DraftAge","Country","Height","Weight","Position","DraftYear","Overall","CSS_rank","rs_GP","rs_G","rs_A","rs_P","rs_PIM","rs_PlusMinus","po_GP","po_G","po_A","po_P","po_PIM","po_PlusMinus","sum_7yr_GP","sum_7yr_TOI"
"8,470,281",Duncan Keith,19,CAN,73,192,D,"2,002",54,94,41,3,12,15,18,0,,,,,,,322,"7,895"
"8,470,282",Jarkko Immonen,20,FIN,72,200,C,"2,002",254,61,51,4,5,9,12,0,8,5,1,6,10,0,20,207
"8,470,283",Tim Brent,20,CAN,72,188,C,"2,004",75,,59,27,43,70,109,16,18,4,13,17,24,1,98,"1,059"
"8,470,289",Jim Slater,20,USA,72,195,C,"2,002",30,11,44,12,25,37,58,0,,,,,,,274,"2,862"
"8,470,294",DJ King,18,CAN,75,231,L,"2,002",190,,65,10,14,24,104,0,4,1,0,1,2,-1,89,499
"8,470,295",Connor James,20,CAN,70,180,L,"2,002",279,,41,16,26,42,18,0,,,,,,,16,119
"8,470,299",Erik Christensen,19,CAN,73,200,C,"2,002",69,46,70,22,36,58,68,-4,4,0,0,0,4,0,217,"2,840"
"8,470,301",Andre Deveaux,18,BHS,75,239,C,"2,002",182,76,64,8,13,21,89,0,11,1,2,3,30,0,21,152
"8,470,302",Patrick Dwyer,19,USA,71,175,R,"2,002",116,,38,17,17,34,26,0,,,,,,,13,111
"8,470,303",Tom Koivisto,28,FIN,70,186,D,"2,002",253,,52,10,15,25,34,0,12,3,8,11,2,0,22,368
"8,470,305",Rob Globke,20,USA,74,208,R,"2,002",40,14,40,13,12,25,83,0,,,,,,,46,315
"8,470,309",Ryan Whitney,19,USA,76,209,D,"2,002",5,3,42,5,19,24,66,0,,,,,,,273,"6,409"
"8,470,310",Aaron Rome,19,CAN,73,220,D,"2,002",104,24,70,7,24,31,168,11,10,1,4,5,23,0,26,448
"8,470,317",Nate Guenin,20,USA,75,207,D,"2,002",127,73,56,4,11,15,150,0,7,3,3,6,10,0,12,111
"8,470,329",Chris Campoli,20,CAN,72,200,D,"2,004",227,,67,20,46,66,66,-3,8,0,6,6,16,-3,397,"7,273"
"8,470,659",Masi Marjamaki,20,FIN,74,184,L,"2,005",144,,57,14,32,46,61,-6,5,1,2,3,5,0,1,5
"8,470,886",Clayton Stoner,19,CAN,76,216,D,"2,004",79,111,71,7,24,31,109,21,11,1,1,2,8,0,65,"1,066"
"8,470,899",Triston Grant,20,CAN,73,211,L,"2,004",286,,69,10,8,18,267,-15,11,1,1,2,33,0,11,58
"8,470,996",Danny Syvret,20,CAN,72,205,D,"2,005",81,72,62,23,46,69,33,70,22,6,19,25,6,19,59,850
"8,471,214",Alex Ovechkin,19,RUS,75,239,L,"2,004",1,1,65,19,14,33,40,0,3,0,0,0,2,0,475,"10,470"
"8,471,215",Evgeni Malkin,18,RUS,75,195,C,"2,004",2,2,48,9,17,26,51,0,,,,,,,352,"7,336"
"8,471,216",Cam Barker,18,CAN,75,223,D,"2,004",3,2,73,21,46,67,115,17,24,3,11,14,28,0,271,"4,646"
"8,471,217",Andrew Ladd,19,CAN,75,200,L,"2,004",4,1,71,30,45,75,119,39,7,1,6,7,10,0,402,"5,781"
"8,471,218",Blake Wheeler,18,USA,77,225,R,"2,004",5,17,51,44,56,100,34,0,3,6,5,11,0,0,244,"3,717"
"8,471,220",Rostislav Olesz,19,CZE,74,215,L,"2,004",7,3,41,4,13,17,16,0,7,2,1,3,4,0,349,"5,292"
"8,471,221",Alexandre Picard,19,CAN,74,206,L,"2,004",8,3,69,39,41,80,88,0,7,7,4,11,6,0,67,523
"8,471,222",Ladislav Smid,18,CZE,76,210,D,"2,004",9,4,65,6,13,19,93,0,5,2,1,3,10,0,331,"6,097"
"8,471,223",Boris Valabik,18,SVK,79,255,D,"2,004",10,6,68,3,13,16,278,0,5,0,0,0,8,0,80,"1,183"
"8,471,224",Lauri Tukonen,18,FIN,74,187,R,"2,004",11,5,62,19,13,32,28,0,7,0,0,0,0,0,5,36
"8,471,226",Drew Stafford,19,USA,74,214,R,"2,004",13,7,42,11,23,34,32,0,,,,,,,317,"4,689"
"8,471,228",Alexander Radulov,18,RUS,74,205,R,"2,004",15,9,49,17,21,38,106,0,,,,,,,145,"2,072"
"8,471,229",Petteri Nokelainen,18,FIN,73,201,C,"2,004",16,10,60,10,8,18,20,0,4,0,1,1,0,0,189,"1,974"
"8,471,231",Kyle Chipchura,18,CAN,74,203,C,"2,004",18,4,71,18,35,53,146,6,6,2,4,6,12,0,163,"1,712"
"8,471,232",Lauri Korpikoski,18,FIN,73,193,L,"2,004",19,12,42,17,14,31,22,0,8,5,5,10,20,0,218,"2,840"
"8,471,233",Travis Zajac,19,CAN,74,185,C,"2,004",20,15,59,43,69,112,110,0,14,10,13,23,10,0,408,"7,460"
"8,471,234",Wojtek Wolski,18,POL,75,215,L,"2,004",21,5,66,29,41,70,30,4,12,5,3,8,8,-5,393,"6,489"
"8,471,235",Lukas Kaspar,19,CZE,74,225,L,"2,004",22,14,67,26,19,45,68,0,2,0,0,0,2,0,16,156
"8,471,236",Andrej Meszaros,19,SVK,74,223,D,"2,004",23,6,18,3,4,7,14,0,14,3,1,4,2,0,460,"9,593"
"8,471,237",Kris Chucko,18,CAN,74,190,L,"2,004",24,29,53,32,55,87,161,0,14,10,9,19,36,0,2,14
"8,471,238",Rob Schremp,18,USA,71,200,C,"2,004",25,10,65,30,45,75,26,15,15,7,6,13,2,-2,114,"1,578"
"8,471,240",Jeff Schultz,18,CAN,78,217,D,"2,004",27,12,79,11,24,35,35,28,7,1,1,2,0,0,319,"6,130"
"8,471,241",Mark Fistric,18,CAN,74,225,D,"2,004",28,19,72,1,11,12,192,-8,11,0,2,2,10,0,197,"2,864"
"8,471,242",Mike Green,19,CAN,73,207,D,"2,004",29,9,59,14,25,39,92,0,,,,,,,366,"8,244"
"8,471,245",Dave Bolland,18,CAN,72,184,C,"2,004",32,8,65,37,30,67,58,0,15,3,10,13,18,0,221,"3,631"
"8,471,246",Chris Bourque,18,USA,68,174,L,"2,004",33,74,31,37,53,90,96,0,,,,,,,33,314
"8,471,253",Grant Lewis,19,USA,75,190,D,"2,004",40,21,34,3,22,25,57,0,,,,,,,1,15
"8,471,254",Bryan Bickell,18,CAN,76,223,L,"2,004",41,18,59,20,16,36,76,-9,7,3,0,3,11,-1,101,"1,304"
"8,471,256",Michael Funk,18,CAN,76,199,D,"2,004",43,39,78,3,26,29,88,-9,5,0,1,1,6,0,9,63
"8,471,259",Adam Pineault,18,USA,73,201,R,"2,004",46,25,30,4,4,8,32,0,,,,,,,3,33
"8,471,260",Blake Comeau,18,CAN,73,202,L,"2,004",47,65,75,10,23,33,129,13,21,4,2,6,29,0,245,"3,863"
"8,471,261",Dane Byers,18,CAN,75,204,L,"2,004",48,20,58,9,9,18,142,-5,6,1,2,3,17,0,6,37
"8,471,262",Carl Soderberg,19,SWE,75,210,C,"2,004",49,23,32,2,2,4,12,0,6,1,2,3,10,0,0,0
"8,471,263",Enver Lisin,18,RUS,74,200,R,"2,004",50,13,41,10,9,19,30,0,4,1,0,1,0,0,135,"1,792"
"8,471,265",Raymond Sawada,19,CAN,74,207,R,"2,004",52,33,58,21,35,56,101,0,29,7,19,26,30,0,11,90
"8,471,266",David Booth,20,USA,72,212,L,"2,004",53,27,36,8,11,19,32,0,,,,,,,303,"4,923"
"8,471,268",Victor Oreskovich,18,CAN,75,215,R,"2,004",55,72,58,11,26,37,33,3,,,,,,,66,570
"8,471,269",Nicklas Grossmann,19,SWE,76,230,D,"2,004",56,58,34,1,2,3,32,0,2,0,0,0,0,0,281,"4,929"
"8,471,273",Brandon Dubinsky,18,USA,74,218,C,"2,004",60,83,71,30,48,78,137,-4,5,0,2,2,6,0,316,"5,507"
"8,471,274",Alex Goligoski,19,USA,71,185,D,"2,004",61,143,36,25,33,58,22,-5,,,,,,,200,"4,189"
"8,471,276",David Krejci,18,CZE,72,186,C,"2,004",63,21,57,26,41,67,37,0,7,3,6,9,4,0,298,"5,097"
"8,471,277",Martins Karsums,18,LVA,70,198,R,"2,004",64,41,65,37,29,66,98,0,20,8,9,17,14,0,24,268
"8,471,279",Sami Lepisto,20,FIN,73,193,D,"2,004",66,25,61,7,8,15,30,0,8,0,1,1,4,0,150,"2,661"
"8,471,280",Nick Johnson,19,CAN,74,200,R,"2,004",67,75,51,35,36,71,33,0,4,0,2,2,0,0,10,128
"8,471,281",Adam Berti,18,CAN,75,205,L,"2,004",68,22,73,18,31,49,70,-2,7,0,2,2,4,-5,2,20
"8,471,282",Casey Borer,19,USA,74,205,D,"2,004",69,52,31,0,8,8,18,0,,,,,,,16,223
"8,471,283",Brandon Prust,20,CAN,72,195,L,"2,004",70,,64,19,33,52,269,23,15,7,13,20,33,20,197,"1,984"
"8,471,284",Andrej Sekera,18,SVK,72,198,D,"2,004",71,39,47,5,12,17,40,0,2,0,1,1,4,0,233,"4,625"
"8,471,288",Scott Lehman,18,CAN,73,194,D,"2,004",76,87,66,5,27,32,189,12,18,2,2,4,38,0,1,3
"8,471,290",Peter Olvecky,19,SVK,74,220,L,"2,004",78,67,58,16,20,36,92,0,2,0,0,0,12,0,32,284
"8,471,296",Alexei Emelin,18,RUS,74,218,D,"2,004",84,28,54,2,4,6,190,0,1,0,0,0,18,0,0,0
"8,471,299",Peter Regin,18,DNK,74,190,C,"2,004",87,34,44,15,17,32,16,9,,,,,,,141,"1,818"
"8,471,303",Alexander Edler,18,SWE,75,214,D,"2,004",91,,30,3,9,12,26,0,,,,,,,304,"6,499"
"8,471,309",Johan Franzen,25,SWE,76,232,R,"2,004",97,,49,12,18,30,26,0,5,0,1,1,8,0,395,"6,462"
"8,471,310",Dustin Boyd,18,CAN,72,187,C,"2,004",98,68,72,18,20,38,40,-5,10,2,2,4,8,0,220,"2,568"
"8,471,311",Tyler Kennedy,18,CAN,71,185,C,"2,004",99,84,63,16,26,42,28,-4,,,,,,,266,"3,559"
"8,471,312",JT Wyman,18,USA,74,209,R,"2,004",100,86,51,39,32,71,4,0,,,,,,,3,13
"8,471,314",Mike Lundin,20,USA,74,190,D,"2,004",102,54,44,3,16,19,34,0,,,,,,,224,"4,015"
"8,471,321",Brett Carson,19,CAN,76,210,D,"2,004",109,31,71,5,27,32,49,14,7,0,0,0,6,0,78,"1,234"
"8,471,323",Ryan Jones,20,CAN,73,208,L,"2,004",111,,46,39,30,69,64,0,17,17,9,26,25,0,176,"2,168"
"8,471,324",Liam Reddox,18,CAN,71,178,L,"2,004",112,102,75,37,34,71,30,-7,,,,,,,100,"1,259"
"8,471,326",Patrick Bordeleau,18,CAN,78,225,L,"2,004",114,99,68,7,11,18,97,-6,7,1,1,2,8,0,0,0
"8,471,327",Wes O'Neill,18,CAN,76,215,D,"2,004",115,23,46,3,11,14,30,0,,,,,,,5,52
"8,471,331",Kevin Porter,18,USA,71,191,C,"2,004",119,172,55,8,29,37,30,0,,,,,,,128,"1,726"
"8,471,334",Alexander Nikulin,19,RUS,73,198,C,"2,004",122,40,47,21,20,41,46,0,,,,,,,3,16
"8,471,336",David Laliberte,18,CAN,73,194,R,"2,004",124,45,70,21,22,43,51,7,11,1,3,4,6,0,11,86
"8,471,338",Torrey Mitchell,19,CAN,71,190,C,"2,004",126,97,25,25,37,62,42,0,,,,,,,204,"2,692"
"8,471,339",Ryan Callahan,19,USA,70,187,R,"2,004",127,77,71,37,33,70,94,17,25,14,9,23,28,4,284,"4,859"
"8,471,346",Kris Versteeg,18,CAN,71,176,R,"2,004",134,,75,16,35,51,89,-5,,,,,,,250,"4,194"
"8,471,348",Nikita Nikitin,18,RUS,76,217,D,"2,004",136,46,34,3,8,11,22,0,,,,,,,41,672
"8,471,352",Jake Dowell,19,USA,72,200,C,"2,004",140,62,43,6,15,21,50,0,,,,,,,102,"1,193"
"8,471,358",Bryan Young,18,CAN,73,191,D,"2,004",146,57,60,0,8,8,63,-18,,,,,,,17,156
"8,471,359",Janne Niskala,23,SWE,72,187,D,"2,004",147,,55,21,15,36,73,0,4,0,0,0,16,0,6,82
"8,471,360",Steve Regier,20,CAN,76,194,L,"2,004",148,,76,25,35,60,115,14,22,5,11,16,24,0,26,211
"8,471,362",Mikhail Grabovski,20,DEU,71,186,C,"2,004",150,,55,12,17,29,34,0,5,0,0,0,4,0,245,"4,131"
"8,471,365",Steven Zalewski,18,USA,72,195,C,"2,004",153,,40,32,34,66,22,0,,,,,,,3,25
"8,471,368",Roman Wick,19,CHE,74,208,R,"2,004",156,36,33,8,2,10,12,0,,,,,,,7,60
"8,471,371",Mike Brown,19,USA,71,205,R,"2,004",159,106,42,8,5,13,51,0,,,,,,,192,"1,640"
"8,471,372",Ben Walter,20,CAN,73,190,C,"2,004",160,226,36,18,16,34,18,0,,,,,,,24,201
"8,471,385",Adam Pardy,20,CAN,76,227,D,"2,004",173,,68,4,12,16,137,16,5,0,1,1,8,0,147,"2,243"
"8,471,386",Scott Parse,20,USA,71,189,L,"2,004",174,127,39,16,19,35,52,0,,,,,,,64,689
"8,471,388",Patrick Kaleta,18,USA,73,198,R,"2,004",176,161,67,14,14,28,124,-6,,,,,,,204,"1,833"
"8,471,390",Mike Santorelli,19,CAN,72,189,C,"2,004",178,157,60,43,53,96,26,0,5,0,2,2,0,0,114,"1,728"
"8,471,392",Roman Polak,18,CZE,74,235,D,"2,004",180,49,59,4,8,12,56,0,,,,,,,227,"4,468"
"8,471,396",Derek Peltier,19,USA,71,190,D,"2,004",184,113,55,7,26,33,34,0,4,0,0,0,4,-4,14,173
"8,471,399",Robbie Earl,19,USA,73,195,L,"2,004",187,59,42,14,13,27,46,0,,,,,,,47,422
"8,471,402",Lennart Petrell,20,FIN,75,215,L,"2,004",190,106,53,12,17,29,57,0,11,6,7,13,2,0,0,0
"8,471,408",Petri Kontiola,20,FIN,72,204,C,"2,004",196,107,64,9,23,32,43,0,13,5,5,10,10,0,12,175
"8,471,409",Andrew Gordon,19,CAN,72,194,R,"2,004",197,194,55,20,44,64,12,0,,,,,,,12,98
"8,471,411",Chad Kolarik,18,USA,71,178,C,"2,004",199,135,51,19,23,42,18,0,,,,,,,6,49
"8,471,413",Mike Vernace,18,CAN,72,216,D,"2,004",201,,35,4,13,17,16,-1,11,2,3,5,8,-4,22,323
"8,471,419",Mark Mancari,19,CAN,76,208,R,"2,004",207,,67,29,36,65,56,11,7,5,3,8,11,0,36,442
"8,471,426",Troy Brouwer,19,CAN,75,215,R,"2,004",214,103,72,23,26,49,111,15,10,3,0,3,12,0,238,"3,633"
"8,471,428",Pierre-Luc Letourneau-Leblond,19,CAN,73,218,R,"2,004",216,,62,2,3,5,198,-9,4,0,0,0,6,0,37,195
"8,471,429",Tyler Eckford,19,CAN,73,225,D,"2,004",217,199,58,7,30,37,101,0,13,2,8,10,34,0,7,57
"8,471,436",Matt Hunwick,19,USA,71,200,D,"2,004",224,151,47,1,14,15,62,0,,,,,,,215,"3,753"
"8,471,450",Brandon Yip,19,CAN,73,198,R,"2,004",239,138,56,31,38,69,87,0,4,1,2,3,14,0,103,"1,444"
"8,471,451",Aaron Gagnon,18,CAN,71,186,C,"2,004",240,,70,21,18,39,39,18,,,,,,,21,171
"8,471,452",Mike Card,18,CAN,73,201,D,"2,004",241,,76,7,13,20,49,1,21,3,5,8,22,0,4,18
"8,471,457",Gregory Stewart,18,CAN,74,202,L,"2,004",246,,58,4,6,10,76,0,,,,,,,26,204
"8,471,474",Travis Morin,20,USA,73,200,C,"2,004",263,,38,9,12,21,14,0,,,,,,,3,27
"8,471,476",Daniel Winnik,19,CAN,74,206,L,"2,004",265,100,38,4,10,14,12,0,,,,,,,282,"4,049"
"8,471,477",Jakub Petruzalek,19,CZE,70,176,C,"2,004",266,,61,38,51,89,112,0,2,0,0,0,2,0,2,16
"8,471,480",Janne Pesonen,22,FIN,71,180,L,"2,004",269,,56,17,13,30,28,0,15,1,1,2,4,0,7,52
"8,471,482",Grant Clitsome,19,CAN,71,211,D,"2,004",271,,55,13,26,39,67,0,17,1,10,11,6,0,42,821
"8,471,483",Kyle Wilson,20,CAN,73,200,C,"2,004",272,78,37,14,17,31,23,0,,,,,,,34,359
"8,471,490",Adam Cracknell,19,CAN,75,220,R,"2,004",279,,72,26,35,61,63,-2,4,1,1,2,2,0,24,214
"8,471,498",Jannik Hansen,18,DNK,73,194,R,"2,004",287,41,44,15,12,27,92,2,,,,,,,189,"2,531"
"8,471,508",Olivier Magnan,20,CAN,74,210,D,"2,006",148,226,69,14,27,41,97,10,5,0,1,1,6,-2,18,283
"8,471,663",Mike Blunden,19,CAN,76,217,R,"2,005",43,20,61,22,19,41,75,-9,2,0,0,0,2,-3,90,810
"8,471,664",Mason Raymond,20,CAN,73,179,L,"2,005",51,123,55,41,41,82,80,0,15,8,12,20,0,0,328,"4,981"
"8,471,668",Mattias Ritola,18,SWE,72,192,C,"2,005",103,25,27,10,16,26,20,0,5,1,1,2,2,0,43,436
"8,471,669",Paul Stastny,20,CAN,72,202,C,"2,005",44,74,42,17,28,45,30,0,,,,,,,427,"8,515"
"8,471,670",Guillaume Latendresse,18,CAN,74,230,L,"2,005",45,52,71,31,52,83,80,7,6,6,4,10,7,0,314,"4,212"
"8,471,671",Dustin Kohn,18,CAN,73,200,D,"2,005",46,69,71,8,35,43,61,18,12,0,4,4,6,0,22,255
"8,471,675",Sidney Crosby,18,CAN,71,200,C,"2,005",1,1,73,78,110,188,94,0,18,20,22,42,22,0,434,"9,144"
"8,471,676",Bobby Ryan,18,USA,74,204,R,"2,005",2,3,62,37,52,89,51,30,8,2,7,9,8,2,332,"5,903"
"8,471,677",Jack Johnson,18,USA,73,226,D,"2,005",3,4,44,12,21,33,178,0,,,,,,,364,"8,201"
"8,471,678",Benoit Pouliot,19,CAN,75,204,L,"2,005",4,2,67,29,38,67,102,7,12,6,8,14,20,3,257,"3,189"
"8,471,680",Gilbert Brule,18,CAN,71,187,C,"2,005",6,5,70,39,48,87,169,4,6,1,3,4,8,0,296,"3,503"
"8,471,681",Jack Skille,18,USA,73,216,R,"2,005",7,11,48,16,25,41,64,0,,,,,,,138,"1,601"
"8,471,682",Devin Setoguchi,18,CAN,72,205,R,"2,005",8,10,75,37,33,70,40,20,4,0,1,1,0,0,336,"5,315"
"8,471,683",Brian Lee,18,USA,75,200,D,"2,005",9,15,37,12,29,41,4,0,4,2,3,5,2,0,187,"3,178"
"8,471,684",Luc Bourdon,18,CAN,75,211,D,"2,005",10,6,76,13,20,33,121,-39,,,,,,,36,427
"8,471,685",Anze Kopitar,18,SVN,75,224,C,"2,005",11,1,52,46,31,77,48,0,13,1,1,2,2,0,475,"10,005"
"8,471,686",Marc Staal,18,CAN,76,209,D,"2,005",12,9,65,6,20,26,53,22,12,0,4,4,15,-1,367,"8,028"
"8,471,689",Ryan O'Marra,18,JPN,74,220,C,"2,005",15,14,70,30,38,68,72,-4,6,4,1,5,0,-3,33,334
"8,471,691",Martin Hanzal,18,CZE,78,226,C,"2,005",17,2,59,27,27,54,92,0,8,1,2,3,8,0,352,"6,281"
"8,471,692",Ryan Parent,18,CAN,75,198,D,"2,005",18,8,72,2,17,19,42,5,4,0,1,1,4,-1,106,"1,672"
"8,471,693",Jakub Kindl,18,CZE,75,199,D,"2,005",19,18,62,3,11,14,92,0,12,0,0,0,22,0,106,"1,458"
"8,471,694",Kenndal McArdle,18,CAN,71,190,L,"2,005",20,7,70,37,37,74,122,-4,5,1,0,1,16,0,42,356
"8,471,696",Matt Lashoff,19,USA,74,204,D,"2,005",22,12,44,4,18,22,44,16,13,0,3,3,18,4,74,"1,114"
"8,471,697",Niclas Bergfors,18,SWE,70,194,R,"2,005",23,5,46,19,16,35,27,0,5,0,3,3,4,0,173,"2,457"
"8,471,698",T.J. Oshie,19,USA,72,189,R,"2,005",24,43,42,40,64,104,28,-2,,,,,,,262,"4,837"
"8,471,699",Andrew Cogliano,18,CAN,70,184,L,"2,005",25,63,49,36,66,102,33,0,25,22,24,46,20,0,410,"6,082"
"8,471,700",Matt Pelech,18,CAN,76,230,R,"2,005",26,41,31,1,5,6,74,-4,,,,,,,5,66
"8,471,701",Joe Finley,18,USA,80,245,D,"2,005",27,32,55,3,10,13,181,-18,,,,,,,5,39
"8,471,702",Matt Niskanen,19,USA,73,200,D,"2,005",28,31,29,27,38,65,34,0,,,,,,,370,"6,932"
"8,471,703",Steve Downie,18,CAN,71,191,R,"2,005",29,73,61,21,52,73,179,1,11,4,5,9,49,-5,272,"3,741"
"8,471,704",Vladimir Mihalik,18,SVK,80,246,D,"2,005",30,12,55,9,11,20,68,0,6,0,1,1,2,0,15,193
"8,471,705",Brendan Mikkelson,18,CAN,75,210,D,"2,005",31,16,76,5,12,17,60,-10,7,1,2,3,0,0,127,"1,825"
"8,471,707",James Neal,18,CAN,74,221,L,"2,005",33,19,73,19,27,46,38,-5,4,1,1,2,6,0,314,"5,552"
"8,471,708",Ryan Stoa,18,USA,75,200,C,"2,005",34,13,44,14,27,41,38,0,,,,,,,37,466
"8,471,709",Marc-Edouard Vlasic,18,CAN,73,205,D,"2,005",35,70,70,5,25,30,33,39,13,2,7,9,2,0,471,"10,507"
"8,471,710",Taylor Chorney,18,CAN,72,191,D,"2,005",36,45,56,5,30,35,60,0,,,,,,,61,"1,024"
"8,471,711",Scott Jackson,18,CAN,75,219,D,"2,005",37,21,72,6,16,22,46,26,12,1,2,3,4,0,1,14
"8,471,713",Petr Kalus,18,CZE,73,201,R,"2,005",39,8,47,20,14,34,173,0,2,2,0,2,25,0,11,116
"8,471,714",Michael Sauer,18,USA,75,213,D,"2,005",40,22,32,2,11,13,10,6,,,,,,,98,"1,715"
"8,471,716",Justin Abdelkader,18,USA,74,218,L,"2,005",42,25,60,27,25,52,86,20,11,0,4,4,8,3,209,"2,478"
"8,471,717",Adam McQuaid,19,CAN,76,212,D,"2,005",55,30,66,3,16,19,98,31,8,0,2,2,10,1,158,"2,275"
"8,471,718",Marc-Andre Cliche,18,CAN,72,202,C,"2,005",56,49,19,4,4,8,8,1,,,,,,,1,7
"8,471,719",Matt Kassian,19,CAN,76,240,L,"2,005",57,103,69,3,3,6,172,-11,6,1,2,3,14,0,28,155
"8,471,724",Kris Letang,18,CAN,72,201,D,"2,005",62,44,76,15,21,36,99,-16,,,,,,,350,"7,599"
"8,471,728",Brodie Dupont,18,CAN,74,210,L,"2,005",66,77,70,14,11,25,111,-4,12,2,8,10,21,0,1,6
"8,471,729",Kris Russell,18,CAN,70,170,D,"2,005",67,95,72,26,35,61,37,29,10,2,1,3,4,0,331,"5,569"
"8,471,730",Evan Brophey,19,CAN,74,199,C,"2,005",68,46,63,28,43,71,55,4,5,2,1,3,2,-2,4,20
"8,471,733",Rich Clune,18,CAN,70,207,L,"2,005",71,138,74,23,15,38,115,1,,,,,,,14,102
"8,471,735",Keith Yandle,19,USA,73,196,D,"2,005",105,55,34,14,40,54,52,0,,,,,,,365,"7,380"
"8,471,736",Radek Smolenak,19,CZE,74,207,L,"2,005",73,34,67,32,28,60,58,0,,,,,,,7,55
"8,471,738",Perttu Lindgren,18,FIN,72,188,C,"2,005",75,22,46,14,29,43,4,0,10,7,10,17,4,0,1,9
"8,471,741",Teemu Laakso,18,FIN,73,215,D,"2,005",78,20,46,5,7,12,38,0,1,0,0,0,0,0,17,183
"8,471,742",Cody Franson,18,CAN,77,224,D,"2,005",79,61,64,2,11,13,44,-10,4,0,1,1,0,0,198,"3,000"
"8,471,743",Vladimir Sobotka,18,CZE,70,197,L,"2,005",106,26,59,16,22,38,142,0,7,1,5,6,0,0,272,"3,570"
"8,471,746",Phil Oreskovic,18,CAN,76,217,D,"2,005",82,136,61,1,6,7,147,12,6,0,0,0,4,-4,10,162
"8,471,747",Mikko Lehtonen,18,FIN,75,196,R,"2,005",83,30,46,8,14,22,40,0,6,3,1,4,0,0,2,23
"8,471,748",Mark Fraser,19,CAN,76,220,D,"2,005",84,50,58,0,8,8,96,3,15,0,3,3,26,-3,98,"1,199"
"8,471,752",Marc-Andre Gragnani,18,CAN,75,205,D,"2,005",87,94,74,10,32,42,48,-16,,,,,,,73,"1,149"
"8,471,753",T.J. Hensick,20,USA,70,190,C,"2,005",88,78,39,23,32,55,24,0,,,,,,,112,"1,342"
"8,471,756",Oskars Bartulis,18,LVA,74,184,D,"2,005",91,47,62,5,19,24,55,0,12,1,1,2,16,0,66,909
"8,471,760",Cody Bass,18,CAN,72,205,C,"2,005",95,35,70,11,17,28,107,5,5,1,1,2,8,0,48,313
"8,471,761",Chris Butler,19,USA,73,196,D,"2,005",96,57,60,6,22,28,90,36,13,1,6,7,10,8,223,"4,326"
"8,471,762",Chris VandeVelde,18,USA,74,190,C,"2,005",97,59,37,36,36,72,28,1,4,0,2,2,0,-1,17,256
"8,471,763",Ilya Zubov,18,RUS,72,211,C,"2,005",98,7,41,9,8,17,36,0,,,,,,,11,118
"8,471,764",Patrick Davis,19,USA,74,195,R,"2,005",99,26,59,20,30,50,41,2,14,3,4,7,20,-2,9,106
"8,471,765",Jonathan Sigalet,19,CAN,73,185,D,"2,005",100,88,35,3,13,16,36,0,,,,,,,1,15
"8,471,766",Jared Boll,19,USA,75,209,R,"2,005",101,187,59,23,24,47,294,0,4,1,3,4,25,-5,345,"2,754"
"8,471,767",Blair Jones,19,CAN,74,216,C,"2,005",102,33,68,14,36,50,78,10,5,2,5,7,8,0,99,935
"8,471,768",Tom Pyatt,18,CAN,71,185,L,"2,005",107,159,63,20,33,53,16,-5,,,,,,,175,"2,186"
"8,471,769",Niklas Hjalmarsson,18,SWE,75,197,D,"2,005",108,,48,4,13,17,91,0,,,,,,,260,"4,874"
"8,471,778",Jordan Lavallee-Smotherman,19,USA,75,225,L,"2,005",116,92,64,40,26,66,108,28,13,5,2,7,26,0,4,36
"8,471,786",Ray Macias,19,USA,74,195,D,"2,005",124,71,69,12,35,47,18,-15,2,0,0,0,0,0,8,138
"8,471,794",Darren Helm,18,CAN,72,196,C,"2,005",132,,72,10,14,24,27,6,13,2,6,8,10,0,248,"3,411"
"8,471,803",Brian Salcido,20,USA,74,188,D,"2,005",141,,38,7,23,30,52,0,,,,,,,2,25
"8,471,804",Nathan Gerbe,18,USA,64,176,C,"2,005",142,160,44,17,20,37,87,0,,,,,,,146,"2,014"
"8,471,807",Tom Wandell,18,SWE,73,200,C,"2,005",146,,5,1,2,3,4,0,,,,,,,211,"2,431"
"8,471,810",Derek Joslin,18,CAN,73,210,D,"2,005",149,106,68,6,24,30,44,26,21,0,3,3,24,-3,114,"1,454"
"8,471,811",Cal O'Reilly,19,CAN,72,193,C,"2,005",150,96,68,24,50,74,16,9,11,4,5,9,4,-1,113,"1,624"
"8,471,816",Mark Fayne,18,USA,75,212,D,"2,005",155,104,24,1,17,18,16,0,,,,,,,139,"2,672"
"8,471,817",Ryan Reaves,18,CAN,73,225,R,"2,005",156,228,64,7,9,16,79,-5,23,2,4,6,43,0,88,581
"8,471,821",Matt Watkins,19,CAN,70,181,R,"2,005",160,137,60,36,38,74,53,0,,,,,,,1,7
"8,471,829",Justin Mercier,18,USA,71,190,C,"2,005",168,114,48,5,11,16,93,0,,,,,,,9,65
"8,471,832",Nick Drazenovic,18,CAN,72,192,C,"2,005",171,29,72,18,38,56,24,-1,,,,,,,3,27
"8,471,840",Brett Sutter,18,CAN,72,200,L,"2,005",179,249,70,8,11,19,70,0,16,1,2,3,16,0,34,288
"8,471,842",Tim Kennedy,19,USA,70,175,L,"2,005",181,162,54,30,31,61,112,26,13,6,11,17,18,5,112,"1,384"
"8,471,846",Kris Fredheim,18,CAN,74,170,D,"2,005",185,157,50,2,15,17,28,0,,,,,,,3,36
"8,471,848",Andrey Zubarev,18,RUS,73,210,D,"2,005",187,10,39,3,5,8,40,0,,,,,,,4,80
